,A,P
143,0.050133,0.078
144,0.0500338,-0.06
145,0.0500567,-0.078
146,0.050133,0.024
147,0.0500033,-0.036
148,0.0500948,0.09
149,0.0500643,-0.078
150,0.0500109,0.102
151,0.0501482,-0.012
152,0.0501406,0.012
153,0.0501254,0.078
154,0.0501406,-0.03
155,0.0499728,0.012
156,0.050133,0.06
157,0.0500185,-0.06
158,0.050072,0.096
159,0.050133,0.048
160,0.0501177,0.066
161,0.0500262,-0.072
162,0.0499804,0.012
163,0.0501254,0.078
164,0.0499957,0.048
165,0.0501177,0.078
166,0.0500033,0.078
167,0.049988,0.012
168,0.050133,0.048
169,0.0500109,-0.06
170,0.0500643,0.114
171,0.0501025,-0.06
172,0.0500109,0.06
173,0.050072,0.096
174,0.0500109,0.102
175,0.0500414,-0.06
176,0.0500491,0.096
177,0.0501101,-0.06
178,0.0499804,0.054
179,0.050133,0.024
180,0.050133,0.06
181,0.0500948,0.084
182,0.050072,-0.078
183,0.0500109,0.102
184,0.0501406,-0.012
185,0.0499957,0.006
186,0.0501254,0.054
187,0.0501177,0.09
188,0.0499804,0.024
189,0.050133,0.078
190,0.050133,-0.03
191,0.0500567,-0.078
192,0.0500414,0.09
193,0.0501254,-0.048
194,0.0501406,-0.03
195,0.050133,0.048
196,0.0500185,-0.072
197,0.0500796,0.096
198,0.050072,-0.084
199,0.0499957,0.084
200,0.0500109,0.084
201,0.0501177,0.078
202,0.049988,0.024
203,0.0500491,0.084
204,0.0501177,-0.054
205,0.0499728,0.036
206,0.0501482,0.036
207,0.0500109,-0.054
208,0.0499957,0.084
209,0.0501406,-0.006
210,0.0499957,-0.012
211,0.0501177,0.078
212,0.0500262,-0.078
213,0.0499728,0.0
214,0.050133,-0.012
215,0.0500491,-0.078
216,0.0500567,0.09
217,0.0501177,-0.06
218,0.0499728,0.054
219,0.0501406,0.048
220,0.0500033,0.072
221,0.0500948,0.096
222,0.0501406,0.006
223,0.0500491,0.096
224,0.0501254,0.06
225,0.0501254,-0.024
226,0.0499804,0.0
227,0.0499728,-0.012
228,0.0499957,0.048
229,0.0500643,0.09
230,0.0499957,0.084
231,0.0501482,-0.006
232,0.0500796,-0.072
233,0.0500109,0.078
234,0.0501406,-0.024
235,0.0499728,0.006
236,0.0500109,0.102
237,0.050133,-0.024
238,0.0499804,0.006
239,0.0500262,0.084
240,0.0500185,-0.072
241,0.0500643,0.108
242,0.0501101,-0.066
243,0.0501254,-0.036
244,0.0501482,0.006
245,0.049988,-0.03
246,0.0501025,0.096
247,0.0500643,-0.078
248,0.0500262,0.09
249,0.0501177,0.084
250,0.0500872,0.096
251,0.049988,-0.012
252,0.0501177,0.084
253,0.0500491,-0.072
254,0.0500338,0.108
255,0.0501406,0.0
256,0.0500796,-0.072
257,0.050133,0.054
258,0.0501482,-0.03
259,0.0499728,0.0
260,0.0501177,0.066
261,0.0500262,-0.06
262,0.0500643,0.096
263,0.0501101,-0.06
264,0.0501254,-0.036
265,0.0500643,0.114
266,0.0501101,-0.066
267,0.049988,0.054
268,0.0501482,0.006
269,0.0500948,-0.078
270,0.0499957,0.078
271,0.0499728,0.048
272,0.049988,-0.03
273,0.0501101,0.084
274,0.049988,-0.048
275,0.0501406,-0.012
276,0.049988,-0.006
277,0.0501177,0.078
278,0.0501177,-0.048
279,0.049988,0.03
280,0.0501406,0.03
281,0.0499957,0.072
282,0.0500796,0.108
283,0.0500872,-0.078
284,0.0500109,0.072
285,0.0501177,0.09
286,0.0499804,-0.006
287,0.0500109,0.078
288,0.0501177,0.066
289,0.050133,-0.036
290,0.0499651,0.006
291,0.0500109,0.078
292,0.0500872,0.096
293,0.0500185,0.108
294,0.0501406,-0.03
295,0.049988,0.012
296,0.050133,0.048
297,0.0500109,-0.072
298,0.0499804,0.024
299,0.0500414,0.108
300,0.0500033,0.06
301,0.0500796,0.096
302,0.0500872,-0.09
303,0.0500109,0.084
304,0.0501406,0.006
305,0.0499957,-0.024
306,0.0500109,-0.036
307,0.0500414,-0.09
308,0.0500185,0.102
309,0.0501254,-0.03
310,0.0500796,0.096
311,0.0500643,0.096
312,0.0501177,-0.066
313,0.0500033,0.072
314,0.0500491,0.096
315,0.0501101,-0.06
316,0.0499957,0.048
317,0.0501406,0.012
318,0.0499957,-0.03
319,0.0500948,0.108
320,0.0501482,0.012
321,0.0500185,0.09
322,0.050133,-0.024
323,0.0500643,-0.078
324,0.0500185,0.102
325,0.0501254,-0.03
326,0.0499957,0.024
327,0.0500338,0.09
328,0.0500109,-0.072
329,0.0500643,0.114
330,0.0501101,-0.054
331,0.0500033,0.054
332,0.0501406,0.006
333,0.0499957,-0.03
334,0.0500109,-0.06
335,0.0500643,-0.078
336,0.0499957,-0.024
337,0.0501177,0.084
338,0.0501406,-0.006
339,0.0499728,-0.012
340,0.0501177,0.084
341,0.0499957,0.06
342,0.0500262,-0.084
343,0.050133,0.036
344,0.0500109,-0.048
345,0.0500796,0.096
346,0.0500796,-0.084
347,0.0500033,0.078
348,0.0500796,0.108
349,0.0500796,-0.072
350,0.0500185,0.072
351,0.0500948,0.09
352,0.0500643,-0.084
353,0.0499957,-0.036
354,0.0501406,-0.024
355,0.0501406,0.012
356,0.0500185,0.09
357,0.050133,-0.048
358,0.0499804,0.024
359,0.050133,0.06
360,0.0499957,0.054
361,0.050072,0.096
362,0.050133,0.036
363,0.049988,0.072
364,0.0500643,0.108
365,0.0500033,-0.03
366,0.0501177,0.09
367,0.0500643,-0.084
368,0.0499804,-0.012
369,0.050133,0.048
370,0.0500185,-0.078
371,0.0500643,0.096
372,0.0501025,-0.06
373,0.0500185,-0.06
374,0.0500796,0.108
375,0.0500948,-0.078
376,0.0500033,-0.054
377,0.0500643,-0.072
378,0.050133,0.048
379,0.0500109,-0.078
380,0.0500567,0.114
381,0.0500185,0.078
382,0.0500491,-0.078
383,0.0499957,0.012
384,0.0500491,0.096
385,0.0500109,-0.06
386,0.0500643,-0.078
387,0.0500185,0.078
388,0.0500414,-0.084
389,0.0499728,0.024
390,0.0500185,0.102
391,0.0500262,-0.072
392,0.0500796,0.108
393,0.050133,0.024
394,0.0499957,-0.03
395,0.0501406,-0.012
396,0.0500643,-0.072
397,0.0499804,0.006
398,0.0501177,0.06
399,0.0500109,-0.072
400,0.0500643,0.108
401,0.0501177,-0.054
402,0.0499957,0.054
403,0.0501406,0.012
404,0.0500796,-0.078
405,0.0500109,0.084
406,0.0501254,-0.03
407,0.0499728,0.012
408,0.0501177,0.066
409,0.0500338,-0.072
410,0.0499804,0.012
411,0.0500643,0.114
412,0.0500109,-0.036
413,0.0499957,0.054
414,0.0501482,0.006
415,0.0500109,0.09
416,0.0500414,-0.078
417,0.0500033,0.0
418,0.0501254,0.06
419,0.0501406,0.006
420,0.049988,-0.024
421,0.050133,-0.03
422,0.0500491,-0.078
423,0.0501482,0.024
424,0.0500033,0.09
425,0.0500872,0.108
426,0.0500643,-0.084
427,0.0500109,0.084
428,0.050133,-0.03
429,0.0500567,-0.084
430,0.050133,0.066
431,0.0500338,-0.06
432,0.0499957,0.024
433,0.0500948,-0.066
434,0.049988,0.06
435,0.0500338,0.09
436,0.049988,0.06
437,0.050133,0.024
438,0.0501177,-0.048
439,0.0499804,0.024
440,0.0500796,0.108
441,0.0500872,-0.084
442,0.0499957,0.072
443,0.0500643,-0.072
444,0.0499957,-0.012
445,0.0501101,0.09
446,0.0500567,-0.084
447,0.049988,0.024
448,0.0500948,-0.078
449,0.049988,0.06
450,0.0501406,0.012
451,0.049988,-0.024
452,0.0501101,0.084
453,0.0500567,-0.078
454,0.0500185,0.102
455,0.0500872,0.096
456,0.0501482,0.012
457,0.0500109,0.09
458,0.0500872,0.096
459,0.0500643,-0.072
460,0.0500033,-0.03
461,0.0500185,-0.054
462,0.0501406,0.0
463,0.0500185,0.09
464,0.050133,-0.012
465,0.0500033,0.006
466,0.050133,-0.03
467,0.0499957,0.0
468,0.050133,0.06
469,0.0501177,-0.06
470,0.0500414,-0.078
471,0.050072,-0.084
472,0.0500109,0.084
473,0.049988,0.03
474,0.050133,0.036
475,0.0500033,-0.06
476,0.0499728,0.03
477,0.0501406,0.03
478,0.0500109,-0.048
479,0.0500872,0.096
480,0.050072,-0.078
481,0.0500109,0.09
482,0.0500491,-0.072
483,0.050072,-0.078
484,0.0501177,0.06
485,0.050133,-0.024
486,0.0499804,0.006
487,0.0501254,0.078
488,0.0499957,0.048
489,0.0500567,0.108
490,0.0501254,0.054
491,0.0500185,-0.078
492,0.0500567,0.114
493,0.0500185,0.084
494,0.050133,-0.024
495,0.0499804,-0.006
496,0.0501177,0.084
497,0.050133,-0.024
498,0.0500567,0.096
499,0.0501177,-0.06
500,0.0501177,0.084
501,0.0500491,-0.084
502,0.0500185,0.114
503,0.0501254,-0.036
504,0.0500643,-0.078
505,0.050133,0.054
506,0.0500109,-0.06
507,0.0501406,0.012
508,0.0500948,-0.06
509,0.0500109,0.06
510,0.0500491,0.108
511,0.0500185,0.09
512,0.049988,0.036
513,0.0501406,0.012
514,0.0501101,-0.06
515,0.0500796,0.096
516,0.0500796,-0.072
517,0.0500185,0.084
518,0.0499957,0.078
519,0.0499728,0.006
520,0.0501254,0.078
521,0.0500491,-0.072
522,0.049988,0.012
523,0.050133,0.06
524,0.0500109,-0.072
525,0.0501406,-0.024
526,0.0501482,0.012
527,0.0500948,-0.078
528,0.0500948,0.09
529,0.0500643,-0.078
530,0.0500109,-0.06
531,0.0499728,0.03
532,0.0499728,0.006
533,0.0500109,-0.048
534,0.0501406,0.0
535,0.0501177,-0.06
536,0.0500872,0.096
537,0.050072,-0.078
538,0.0500262,-0.072
539,0.0500643,0.096
540,0.0500643,0.114
541,0.0500033,-0.024
542,0.0501025,0.09
543,0.0500643,-0.078
544,0.0500109,0.09
545,0.050133,-0.024
546,0.0499957,0.006
547,0.049988,-0.024
548,0.0499804,0.054
549,0.0500872,-0.066
550,0.0500185,0.072
551,0.0501406,-0.024
552,0.0499804,-0.024
553,0.0501177,0.078
554,0.0501101,-0.054
555,0.0501482,0.006
556,0.0501177,-0.054
557,0.0499804,0.048
558,0.0501482,0.036
559,0.0500109,-0.054
560,0.0501406,-0.012
561,0.0501482,0.006
562,0.0500796,-0.078
563,0.0500109,0.084
564,0.0500338,-0.078
565,0.0500567,-0.084
566,0.0500185,0.09
567,0.050133,-0.012
568,0.0500643,-0.078
569,0.049988,-0.024
570,0.0501177,0.084
571,0.0499728,0.03
572,0.0500338,0.102
573,0.0501177,-0.036
574,0.0499957,0.03
575,0.0499957,0.0
576,0.0501177,-0.06
577,0.050072,0.108
578,0.0500033,-0.03
579,0.0499728,-0.006
580,0.0501101,0.096
581,0.0500567,-0.078
582,0.0499804,0.036
583,0.0501406,0.048
584,0.0501177,-0.048
585,0.049988,0.03
586,0.0501406,0.036
587,0.0500033,-0.048
588,0.0500872,0.108
589,0.0500872,-0.06
590,0.0500109,0.078
591,0.0500491,-0.078
592,0.049988,-0.012
593,0.0501177,0.066
594,0.0500491,-0.072
595,0.0500414,0.096
596,0.0500262,0.084
597,0.0500185,-0.078
598,0.0499728,0.006
599,0.0501254,0.066
600,0.0500338,-0.072
601,0.049988,0.012
602,0.0499957,-0.036
603,0.0501177,-0.054
604,0.050072,-0.078
605,0.0501177,0.078
606,0.0500796,-0.078
607,0.0500185,0.084
608,0.0501406,-0.024
609,0.0499804,0.0
610,0.0501101,0.084
611,0.0501406,-0.036
612,0.050072,-0.072
613,0.0500338,0.09
614,0.0500185,-0.078
615,0.0499804,0.012
616,0.050133,0.054
617,0.0499957,0.054
618,0.0499957,0.06
619,0.050133,0.012
620,0.0500033,-0.03
621,0.0501025,0.084
622,0.0501482,0.048
623,0.0500109,0.072
624,0.0500872,0.09
625,0.0500948,0.096
626,0.050072,-0.078
627,0.0500033,-0.03
628,0.0501101,0.078
629,0.0500643,-0.084
630,0.0500109,0.09
631,0.050133,-0.03
632,0.0500185,-0.072
633,0.0500567,0.108
634,0.0501254,-0.048
635,0.0500414,-0.078
636,0.050133,0.048
637,0.0501177,-0.054
638,0.0500643,0.096
639,0.050072,0.108
640,0.0500948,-0.066
641,0.0500109,0.06
642,0.0500567,0.114
643,0.0501177,-0.054
644,0.0500796,0.096
645,0.0501406,0.024
646,0.0500796,-0.072
647,0.0500033,-0.036
648,0.0501025,0.084
649,0.050133,0.0
650,0.049988,-0.024
651,0.0501025,0.096
652,0.0500567,-0.078
653,0.0499804,0.024
654,0.0501406,0.06
655,0.0500109,-0.054
656,0.0500796,0.096
657,0.0500948,-0.066
658,0.049988,0.06
659,0.0501406,0.006
660,0.0499957,-0.024
661,0.0501177,0.084
662,0.050133,-0.012
663,0.0499804,-0.024
664,0.0499957,0.048
665,0.0501482,0.006
666,0.0499957,-0.036
667,0.049988,0.06
668,0.0500796,-0.078
669,0.0500185,0.084
670,0.050133,-0.03
671,0.0500643,-0.084
672,0.050133,0.066
673,0.0500338,-0.06
674,0.0500567,-0.072
675,0.050133,0.048
676,0.0500185,-0.072
677,0.0500643,0.114
678,0.0501177,-0.06
679,0.0501025,0.09
680,0.0500643,-0.084
681,0.049988,-0.012
682,0.0500491,-0.072
683,0.0500491,0.096
684,0.0500491,0.108
685,0.050133,0.06
686,0.0500567,-0.084
687,0.0500414,0.108
688,0.0501177,0.09
689,0.049988,0.012
690,0.0501254,-0.03
691,0.0499804,0.024
692,0.0501482,0.036
693,0.0501406,-0.006
694,0.0499804,-0.024
695,0.0499957,0.084
696,0.0500643,-0.06
697,0.0499957,-0.012
698,0.050133,-0.054
699,0.0500414,-0.078
700,0.050133,0.06
701,0.0500185,-0.054
702,0.049988,0.036
703,0.0500872,-0.078
704,0.0501406,-0.006
705,0.0500872,-0.078
706,0.0500033,0.072
707,0.0501406,0.006
708,0.0499957,-0.024
709,0.0500185,-0.072
710,0.0500185,-0.054
711,0.050072,0.108
712,0.0501025,-0.078
713,0.0501254,-0.054
714,0.049988,0.036
715,0.050133,0.048
716,0.0500109,-0.054
717,0.050133,-0.024
718,0.0500643,-0.072
719,0.0500338,0.09
720,0.0501177,-0.054
721,0.0499804,0.024
722,0.050133,0.036
723,0.0500185,-0.054
724,0.0500414,-0.072
725,0.0500872,-0.066
726,0.0500109,-0.036
727,0.050072,0.108
728,0.0500872,-0.066
729,0.0500109,0.078
730,0.0501406,-0.024
731,0.0501406,0.024
732,0.0501177,0.084
733,0.0500567,-0.072
734,0.0499957,-0.03
735,0.0500948,0.108
736,0.0500643,-0.078
737,0.0500033,-0.03
738,0.0500033,0.072
739,0.0500567,-0.09
740,0.0500185,0.102
741,0.0501254,-0.03
742,0.0499804,0.0
743,0.0501101,-0.078
744,0.049988,0.06
745,0.0500643,0.114
746,0.0501254,-0.048
747,0.0499728,0.03
748,0.0501406,0.06
749,0.0501177,-0.048
750,0.049988,0.048
751,0.0500567,0.096
752,0.0500109,-0.054
753,0.0500643,0.108
754,0.0501254,0.048
755,0.0500185,-0.072
756,0.0500567,0.114
757,0.0500033,-0.036
758,0.049988,0.048
759,0.050072,0.096
760,0.0500948,-0.066
761,0.0501025,0.108
762,0.050133,0.006
763,0.0500491,-0.084
764,0.0501177,0.06
765,0.0500338,-0.06
766,0.0499804,0.024
767,0.0501101,-0.06
768,0.0499957,0.072
769,0.0501406,0.024
770,0.0500033,-0.03
771,0.0500643,0.114
772,0.0500033,-0.036
773,0.050133,0.066
774,0.0501406,-0.012
775,0.049988,-0.03
776,0.0501177,0.09
777,0.0500643,-0.078
778,0.0499957,-0.006
779,0.050133,-0.054
780,0.0500491,-0.084
781,0.050133,0.06
782,0.0500185,-0.054
783,0.0500872,0.096
784,0.0500948,-0.066
785,0.0500033,-0.054
786,0.050133,0.012
787,0.0501406,0.036
788,0.0501101,0.09
789,0.0500414,-0.084
790,0.0501254,0.06
791,0.050133,-0.03
792,0.049988,0.024
793,0.050133,0.048
794,0.0501177,-0.054
795,0.0500643,0.108
796,0.0500414,0.096
797,0.0501177,-0.036
798,0.0500033,0.054
799,0.0501406,0.03
800,0.0499957,-0.048
801,0.0500185,-0.072
802,0.0499957,-0.024
803,0.0500109,0.084
804,0.050133,-0.024
805,0.0499804,-0.006
806,0.0501177,0.078
807,0.0500414,-0.072
808,0.0501559,0.012
809,0.0500033,-0.03
810,0.0501177,0.078
811,0.0500491,-0.084
812,0.0500338,0.108
813,0.0501177,0.084
814,0.0499957,0.024
815,0.049988,-0.006
816,0.0501177,-0.066
817,0.0499804,0.03
818,0.050133,0.054
819,0.0500109,-0.054
820,0.0500796,0.096
821,0.0500185,0.102
822,0.0501101,0.084
823,0.049988,0.012
824,0.050133,0.054
825,0.0500109,-0.078
826,0.0499728,0.024
827,0.0501406,0.054
828,0.0500109,-0.06
829,0.0500338,-0.072
830,0.049988,0.0
831,0.0501101,-0.06
832,0.0499804,0.036
833,0.0500643,0.108
834,0.0501177,-0.054
835,0.0500033,0.06
836,0.0500796,0.108
837,0.0499957,-0.036
838,0.0501025,0.108
839,0.050072,-0.072
840,0.0500338,0.084
841,0.0501406,-0.036
842,0.0499804,0.006
843,0.0501254,0.06
844,0.0501482,-0.006
845,0.0501177,0.066
846,0.0500872,0.096
847,0.0500872,-0.084
848,0.0500033,0.078
849,0.0501406,0.0
850,0.0499728,0.03
851,0.0499804,0.0
852,0.050133,0.078
853,0.049988,0.036
854,0.050133,0.03
855,0.0500109,-0.06
856,0.049988,0.054
857,0.0499728,0.03
858,0.0499957,-0.036
859,0.0501406,-0.012
860,0.0501406,0.024
861,0.0500109,0.102
862,0.0499957,0.024
863,0.0500109,0.09
864,0.049988,0.036
865,0.0501559,0.006
866,0.0500185,0.084
867,0.050133,-0.036
868,0.0500872,-0.084
869,0.0500185,-0.078
870,0.0500872,-0.078
871,0.0501177,-0.03
872,0.0501406,0.0
873,0.0501177,0.084
874,0.0500796,-0.072
875,0.0500185,-0.072
876,0.0500414,0.084
877,0.0499804,0.048
878,0.050133,0.06
879,0.0501406,0.012
880,0.050133,0.03
881,0.0501177,0.066
882,0.0500567,0.114
883,0.0501177,0.078
884,0.0501406,0.024
885,0.0501177,0.078
886,0.050072,-0.078
887,0.0500033,-0.036
888,0.0499728,0.024
889,0.0500185,0.078
890,0.0500643,0.12
891,0.0501177,-0.054
892,0.050072,-0.078
893,0.0500109,-0.06
894,0.0500796,-0.078
895,0.0501101,-0.054
896,0.0500262,-0.072
897,0.0500109,0.084
898,0.0500643,0.108
899,0.0501254,0.06
900,0.0501406,0.024
901,0.0500109,-0.054
902,0.0500338,-0.078
903,0.0500033,-0.024
904,0.050072,0.108
905,0.0500262,0.084
906,0.050072,0.096
907,0.0501177,-0.048
908,0.0500643,-0.078
909,0.0500033,-0.054
910,0.050133,-0.03
911,0.0500948,-0.078
912,0.0500262,-0.078
913,0.0500262,0.09
914,0.0500796,0.114
915,0.0501177,0.054
916,0.0501482,0.012
917,0.0500033,-0.06
918,0.0500185,-0.072
919,0.0499957,-0.024
920,0.0500185,-0.078
921,0.0500338,0.09
922,0.0500796,0.114
923,0.0501101,-0.066
924,0.0501406,0.0
925,0.0500033,0.078
926,0.049988,0.054
927,0.0500414,0.09
928,0.049988,0.048
929,0.0501406,0.036
930,0.0501406,-0.012
931,0.0501025,-0.084
932,0.049988,0.012
933,0.049988,0.084
934,0.0500109,-0.072
935,0.0500796,-0.072
936,0.0500185,0.09
937,0.0501406,0.0
938,0.0500948,-0.06
939,0.0500109,0.084
940,0.0501406,0.03
941,0.050072,-0.078
942,0.049988,-0.036
943,0.0500872,0.108
944,0.050072,-0.078
945,0.0501177,-0.048
946,0.0499804,0.036
947,0.0501406,0.036
948,0.0499957,-0.024
949,0.0500033,0.084
950,0.0500643,-0.078
951,0.0500414,0.096
952,0.0501254,-0.036
953,0.0499728,0.03
954,0.050133,0.06
955,0.0500872,-0.078
956,0.0500033,0.078
957,0.0501177,-0.054
958,0.0500643,-0.09
959,0.0500338,0.102
960,0.0501254,-0.03
961,0.049988,0.012
962,0.0500643,0.114
963,0.050133,0.054
964,0.0500185,-0.048
965,0.0501406,-0.006
966,0.0500185,-0.054
967,0.049988,0.036
968,0.0501406,0.03
969,0.0501101,-0.078
970,0.0501406,-0.006
971,0.0499957,-0.012
972,0.0501254,0.078
973,0.0500796,-0.072
974,0.0501177,0.066
975,0.050133,-0.024
976,0.0501482,0.006
977,0.0501177,0.078
978,0.0500414,-0.078
979,0.0499804,0.006
980,0.0501177,0.06
981,0.0500185,-0.09
982,0.0500338,0.09
983,0.0501025,-0.06
984,0.0500185,-0.06
985,0.0500643,0.09
986,0.0501101,-0.066
987,0.0501406,-0.006
988,0.0501406,0.036
989,0.0500109,-0.072
990,0.0499804,0.03
991,0.0500948,-0.066
992,0.0501177,0.084
993,0.0501406,-0.006
994,0.0500109,0.114
995,0.0501025,0.096
996,0.049988,0.024
997,0.0500414,0.114
998,0.0500185,-0.072
999,0.0500643,0.114
